City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Viedma,AR,2022-07-24 03:10:09,-40.8135,-62.9967,45.14,92,100,6.24
296,San Juan,AR,2022-07-24 03:10:09,-31.5375,-68.5364,58.77,27,0,3.69
297,Sulangan,PH,2022-07-24 03:10:09,11.1373,123.7228,83.59,73,97,4.61
298,Phayao,TH,2022-07-24 03:10:10,19.25,100.25,83.44,87,87,1.54
299,Najran,SA,2022-07-24 03:10:10,17.4924,44.1277,75.52,63,100,9.91
300,Cherskiy,RU,2022-07-24 03:10:10,68.75,161.3,64.2,38,39,7.7
301,Iqaluit,CA,2022-07-24 03:10:11,63.7506,-68.5145,45.7,93,100,4.25
302,North Platte,US,2022-07-24 03:10:11,41.1239,-100.7654,83.12,58,0,13.8
303,Strai,NO,2022-07-24 03:10:11,58.2,7.9,51.64,81,100,3.44
304,Butaritari,KI,2022-07-24 03:10:12,3.0707,172.7902,81.48,79,96,15.7
305,Pangai,TO,2022-07-24 03:10:12,-19.8,-174.35,73.94,72,92,22.32
306,Yumen,CN,2022-07-24 03:10:12,40.2833,97.2,86.77,14,1,0.87
307,Muros,ES,2022-07-24 03:10:13,42.7762,-9.0603,61.84,86,1,3.49
308,Ilo,PE,2022-07-24 03:10:13,-17.6394,-71.3375,58.84,86,44,4.52
309,Xinmin,CN,2022-07-24 03:10:13,41.9908,122.8253,76.8,73,68,6.85
310,La Ronge,CA,2022-07-24 03:10:14,55.1001,-105.2842,50.76,90,66,2.91
311,Peniche,PT,2022-07-24 03:10:14,39.3558,-9.3811,64.6,91,0,10.07
312,Jizan,SA,2022-07-24 03:10:14,17.3333,42.6667,76.14,77,100,7.54
313,Sitka,US,2022-07-24 03:10:15,57.0531,-135.33,55.29,88,100,11.5
314,Denizli,TR,2022-07-24 03:10:15,37.8402,29.0698,66.25,47,0,3.11
315,Namibe,AO,2022-07-24 03:07:32,-15.1961,12.1522,62.47,90,1,2.86
316,Palu,ID,2022-07-24 03:11:16,-0.8917,119.8707,86.58,70,36,2.26
317,Yazd,IR,2022-07-24 03:11:16,31.8972,54.3675,86.11,14,0,4.61
318,Shaunavon,CA,2022-07-24 03:11:16,49.6501,-108.4181,62.49,54,0,8.16
319,Camacha,PT,2022-07-24 03:11:16,33.0833,-16.3333,67.42,88,40,16.11
320,Nara,JP,2022-07-24 03:06:32,34.6851,135.8049,89.71,45,81,3.49
321,Marshall,US,2022-07-24 03:11:17,34.3834,-86.3333,81.37,81,0,3.44
322,Laguna,US,2022-07-24 03:11:17,38.421,-121.4238,91.69,28,0,10.36
323,Vaxjo,SE,2022-07-24 03:08:32,56.8777,14.8091,55.58,100,68,3.44
324,Sisophon,KH,2022-07-24 03:11:18,13.5859,102.9737,86.27,68,100,2.28
325,Kyra,RU,2022-07-24 03:11:18,49.5776,111.9753,71.85,58,100,9.62
326,Goya,AR,2022-07-24 03:11:19,-29.14,-59.2626,68.11,91,100,5.26
327,Samarai,PG,2022-07-24 03:11:19,-10.6167,150.6667,80.19,82,47,11.92
328,Reynosa,MX,2022-07-24 03:11:19,26.0833,-98.2833,86.99,67,0,18.41
329,Zhigalovo,RU,2022-07-24 03:11:20,54.8097,105.1578,59.47,97,100,2.73
330,Sur,OM,2022-07-24 03:09:02,22.5667,59.5289,86.59,67,78,9.1
331,Labuhan,ID,2022-07-24 03:11:20,-6.8844,112.2051,83.03,66,44,5.06
332,Lagos,NG,2022-07-24 03:11:21,6.5833,3.75,73.69,94,100,2.91
333,Yarmouth,US,2022-07-24 03:11:21,41.7057,-70.2286,73.94,79,3,8.93
334,Baruun-Urt,MN,2022-07-24 03:11:21,46.6806,113.2792,74.66,39,100,7.05
335,Faya,SA,2022-07-24 03:11:22,18.3851,42.4509,64.4,62,100,7.76
336,Lydenburg,ZA,2022-07-24 03:11:22,-25.0978,30.4597,48.49,75,1,1.54
337,Qaqortoq,GL,2022-07-24 03:11:22,60.7167,-46.0333,43.74,91,100,2.44
338,Tigzirt,DZ,2022-07-24 03:11:23,36.8886,4.1198,79.52,53,0,5.91
339,Popondetta,PG,2022-07-24 03:11:23,-8.7537,148.2534,89.78,54,88,5.28
340,Sicuani,PE,2022-07-24 03:11:23,-14.2694,-71.2261,46.17,57,56,3.09
341,Kieta,PG,2022-07-24 03:11:24,-6.2167,155.6333,84.45,71,12,7.9
342,Wanning,CN,2022-07-24 03:08:54,18.8003,110.3967,88.27,62,0,4.16
343,Walvis Bay,NA,2022-07-24 03:11:24,-22.9575,14.5053,55.09,84,0,4.74
344,Meulaboh,ID,2022-07-24 03:11:24,4.1363,96.1285,81.99,74,85,2.98
345,Isiro,CD,2022-07-24 03:11:25,2.7739,27.616,64.85,99,78,0.49
346,Chiredzi,ZW,2022-07-24 03:11:25,-21.05,31.6667,57.51,59,0,3.67
347,Lavrentiya,RU,2022-07-24 03:11:25,65.5833,-171.0,41.63,93,100,10.38
348,Teluknaga,ID,2022-07-24 03:11:26,-6.0989,106.6381,82.99,72,32,5.19
349,Mananjary,MG,2022-07-24 03:11:26,-21.2167,48.3333,63.1,92,11,3.51
350,Kavieng,PG,2022-07-24 03:11:26,-2.5744,150.7967,85.66,64,25,7.99
351,Fukue,JP,2022-07-24 03:11:27,32.6881,128.8419,82.27,85,55,13.31
352,Shirvan,AZ,2022-07-24 03:11:27,39.9509,48.8994,76.6,67,37,4.43
353,Bogalusa,US,2022-07-24 03:11:27,30.791,-89.8487,78.78,88,0,0.0
354,Sohag,EG,2022-07-24 03:11:28,26.557,31.6948,80.24,33,56,12.84
355,Tual,ID,2022-07-24 03:11:28,-5.6667,132.75,78.98,82,99,14.27
356,Geraldton,AU,2022-07-24 03:11:28,-28.7667,114.6,61.21,63,2,10.36
357,Nome,US,2022-07-24 03:11:29,64.5011,-165.4064,49.12,79,97,13.69
358,Ishikari,JP,2022-07-24 03:11:29,43.2397,141.3539,74.26,83,100,12.19
359,Sao Joao Da Barra,BR,2022-07-24 03:11:29,-21.6403,-41.0511,71.69,82,1,15.37
360,Patos De Minas,BR,2022-07-24 03:11:30,-18.5789,-46.5181,61.29,56,4,2.04
361,Anchorage,US,2022-07-24 03:11:18,61.2181,-149.9003,63.48,59,40,16.11
362,Kahului,US,2022-07-24 03:12:30,20.8947,-156.47,84.22,63,40,14.97
363,Sattahip,TH,2022-07-24 03:12:31,12.6664,100.9007,88.99,74,20,6.91
364,Antalaha,MG,2022-07-24 03:12:31,-14.9003,50.2788,66.85,90,82,6.15
365,Cabedelo,BR,2022-07-24 03:12:31,-6.9811,-34.8339,74.07,89,69,13.56
366,Asfi,MA,2022-07-24 03:12:32,32.2994,-9.2372,74.48,80,81,14.5
367,Fairbanks,US,2022-07-24 03:12:27,64.8378,-147.7164,68.02,42,0,8.05
368,Santa Cruz De Tenerife,ES,2022-07-24 03:12:32,28.4682,-16.2546,85.6,44,0,1.14
369,Bahia Blanca,AR,2022-07-24 03:10:08,-38.7196,-62.2724,52.14,68,100,5.19
370,Mabaruma,GY,2022-07-24 03:12:32,8.2,-59.7833,72.99,97,39,2.35
371,Yanji,CN,2022-07-24 03:12:33,42.9075,129.5078,65.55,98,100,3.29
372,Pishva,IR,2022-07-24 03:12:33,35.308,51.7267,82.51,34,7,8.59
373,Sakakah,SA,2022-07-24 03:12:33,29.9697,40.2064,83.86,19,0,9.19
374,Sao Felix Do Xingu,BR,2022-07-24 03:12:34,-6.6447,-51.995,71.13,54,67,1.1
375,Isabela,PH,2022-07-24 03:12:34,6.7085,121.9711,87.85,64,60,1.59
376,Oksfjord,NO,2022-07-24 03:12:34,70.2396,22.3479,51.87,87,100,6.29
377,Port Hardy,CA,2022-07-24 03:12:35,50.6996,-127.4199,60.19,77,48,12.75
378,Centralia,US,2022-07-24 03:12:35,46.7162,-122.9543,72.79,69,0,6.91
379,Miri,MY,2022-07-24 03:12:35,4.4148,114.0089,85.57,68,83,0.67
380,Takoradi,GH,2022-07-24 03:12:36,4.8845,-1.7554,74.05,87,56,7.76
381,Los Llanos De Aridane,ES,2022-07-24 03:12:36,28.6585,-17.9182,67.75,94,100,9.22
382,Manyana,BW,2022-07-24 03:12:36,-23.4,21.7167,56.48,46,69,5.57
383,Chapais,CA,2022-07-24 03:12:37,49.7834,-74.8492,56.91,93,67,0.85
384,Turka,UA,2022-07-24 03:12:37,49.1541,23.0297,66.15,96,100,4.29
385,Rock Sound,BS,2022-07-24 03:09:27,24.9,-76.2,82.67,72,31,16.64
386,Sitapur,IN,2022-07-24 03:11:44,27.5667,80.6833,89.92,58,38,16.78
387,Mackay,AU,2022-07-24 03:12:38,-21.15,149.2,74.68,76,10,10.94
388,Junction City,US,2022-07-24 03:12:38,39.0286,-96.8314,93.4,44,0,14.97
389,Ilanskiy,RU,2022-07-24 03:12:38,56.2358,96.065,67.17,52,29,4.38
390,Taloqan,AF,2022-07-24 03:12:39,36.7361,69.5345,96.6,11,68,0.78
391,Karoi,ZW,2022-07-24 03:12:39,-16.8099,29.6925,53.22,76,38,5.06
392,Vestmannaeyjar,IS,2022-07-24 03:12:39,63.4427,-20.2734,53.01,87,79,3.69
393,Olinda,BR,2022-07-24 03:12:40,-8.0089,-34.8553,76.73,83,75,13.8
394,Toktogul,KG,2022-07-24 03:12:40,41.8708,72.9402,82.08,35,11,1.48
395,Mecca,SA,2022-07-24 03:12:38,21.4267,39.8261,86.94,55,82,18.12
396,Humboldt,US,2022-07-24 03:12:40,40.6665,-123.9178,52.09,78,3,2.98
397,Maraa,BR,2022-07-24 03:12:41,-1.8333,-65.3667,72.34,98,95,2.24
398,Begunitsy,RU,2022-07-24 03:12:41,59.5855,29.3176,58.46,98,100,3.91
399,Aberdeen,GB,2022-07-24 03:12:41,57.1437,-2.0981,62.49,96,100,14.97
400,Thaton,MM,2022-07-24 03:12:42,16.9206,97.3714,81.05,80,98,4.14
401,Havelock,US,2022-07-24 03:12:42,34.8791,-76.9013,82.38,89,0,3.44
402,Jequie,BR,2022-07-24 03:12:42,-13.8575,-40.0836,68.05,98,100,3.13
403,Cockburn Town,TC,2022-07-24 03:12:19,21.4612,-71.1419,81.93,75,17,20.27
404,Hamilton,US,2022-07-24 03:11:04,39.1834,-84.5333,82.78,72,0,9.22
405,Birjand,IR,2022-07-24 03:12:43,32.8663,59.2211,77.0,43,0,9.86
406,Karaton,ID,2022-07-24 03:12:43,-6.3424,106.1045,84.31,67,40,1.97
407,Ruiru,KE,2022-07-24 03:12:44,-1.1606,36.9567,55.67,91,66,1.97
408,Victor Harbor,AU,2022-07-24 03:12:44,-35.5667,138.6167,61.75,56,100,9.06
409,Hualmay,PE,2022-07-24 03:12:44,-11.0964,-77.6139,61.61,85,22,6.2
410,Kutum,SD,2022-07-24 03:13:45,14.2,24.6667,75.9,62,100,9.48
411,Vila Franca Do Campo,PT,2022-07-24 03:13:45,37.7167,-25.4333,69.48,91,100,4.21
412,Pitea,SE,2022-07-24 03:13:46,65.3172,21.4794,57.29,72,96,5.66
413,Aksu,CN,2022-07-24 03:13:46,41.1231,80.2644,94.32,11,47,3.29
414,Hailun,CN,2022-07-24 03:13:46,47.45,126.9333,77.22,53,100,4.34
415,Cururupu,BR,2022-07-24 03:13:47,-1.8283,-44.8683,74.91,91,99,1.79
416,Upington,ZA,2022-07-24 03:13:47,-28.4478,21.2561,46.27,69,0,13.04
417,Natal,BR,2022-07-24 03:13:47,-5.795,-35.2094,75.85,88,75,8.05
418,Caravelas,BR,2022-07-24 03:13:48,-17.7125,-39.2481,68.94,78,0,5.35
419,Linqing,CN,2022-07-24 03:13:48,36.8456,115.7117,86.49,58,0,11.23
420,Arona,ES,2022-07-24 03:13:48,28.0996,-16.681,73.33,65,3,1.68
421,Makakilo City,US,2022-07-24 03:13:49,21.3469,-158.0858,82.72,56,0,17.27
422,Filingue,NE,2022-07-24 03:13:49,14.3521,3.3168,82.08,59,100,7.27
423,Ostrovnoy,RU,2022-07-24 03:13:49,68.0531,39.5131,50.27,92,98,5.21
424,Brae,GB,2022-07-24 03:13:50,60.3964,-1.353,52.75,93,100,19.91
425,Honningsvag,NO,2022-07-24 03:13:50,70.9821,25.9704,49.75,87,100,19.57
426,Gamba,GA,2022-07-24 03:13:50,-2.65,10.0,67.55,92,6,2.64
427,Lompoc,US,2022-07-24 03:13:51,34.6391,-120.4579,62.74,84,100,20.0
428,Oistins,BB,2022-07-24 03:13:51,13.0667,-59.5333,80.69,74,20,16.11
429,San Bartolome De Tirajana,ES,2022-07-24 03:13:51,27.9248,-15.5733,73.31,56,4,9.22
430,Tacuarembo,UY,2022-07-24 03:13:52,-31.7333,-55.9833,64.45,97,73,4.74
431,Machico,PT,2022-07-24 03:13:52,32.7,-16.7667,77.13,78,20,2.3
432,Waingapu,ID,2022-07-24 03:13:52,-9.6567,120.2641,82.24,46,18,13.38
433,Muisne,EC,2022-07-24 03:13:53,0.6,-80.0333,73.24,88,96,8.3
434,Kovdor,RU,2022-07-24 03:13:53,67.5662,30.4758,50.09,83,4,6.38
435,Mao,ES,2022-07-24 03:13:54,39.8885,4.2658,80.51,69,0,2.33
436,Ban Nahin,LA,2022-07-24 03:13:54,18.2418,104.2122,89.06,62,0,2.82
437,Ninghai,CN,2022-07-24 03:13:54,29.2892,121.4247,92.07,62,6,1.72
438,Ternate,ID,2022-07-24 03:13:55,0.8,127.4,83.1,74,24,7.27
439,Niort,FR,2022-07-24 03:13:55,46.3333,-0.3333,58.62,84,2,5.99
440,Salalah,OM,2022-07-24 03:13:55,17.0151,54.0924,77.09,88,100,6.91
441,Payakumbuh,ID,2022-07-24 03:13:56,-0.2202,100.6308,82.4,65,84,2.3
442,High Level,CA,2022-07-24 03:13:56,58.5169,-117.136,58.53,96,80,5.32
443,Ossora,RU,2022-07-24 03:13:56,59.2353,163.0719,57.25,63,9,11.39
444,Ballina,AU,2022-07-24 03:13:57,-28.8667,153.5667,66.02,76,50,14.29
445,Cotonou,BJ,2022-07-24 03:13:57,6.3654,2.4183,75.92,86,98,10.4
446,Sydney Mines,CA,2022-07-24 03:13:57,46.2367,-60.2177,72.18,87,49,3.0
447,Kirakira,SB,2022-07-24 03:13:58,-10.4544,161.9205,84.27,73,21,8.75
448,Atar,MR,2022-07-24 03:13:58,20.5169,-13.0499,84.6,52,100,2.06
449,Angoche,MZ,2022-07-24 03:13:58,-16.2325,39.9086,70.07,78,3,4.23
450,Umm Lajj,SA,2022-07-24 03:13:59,25.0213,37.2685,83.75,62,69,12.17
451,Galitsy,RU,2022-07-24 03:13:59,56.1776,42.8459,67.06,77,84,3.15
452,Sawakin,SD,2022-07-24 03:13:59,19.1059,37.3321,88.09,50,57,3.4
453,Loubomo,CG,2022-07-24 03:14:00,-4.1997,12.6739,65.3,88,26,2.33
454,Yulara,AU,2022-07-24 03:15:00,-25.2406,130.9889,77.32,17,0,23.64
455,Severo-Kurilsk,RU,2022-07-24 03:15:00,50.6789,156.125,57.18,90,100,5.35
456,Kongolo,CD,2022-07-24 03:15:01,-5.3833,27.0,73.49,48,5,1.57
457,Sabang,ID,2022-07-24 03:15:01,5.8933,95.3214,81.5,79,100,12.28
458,Bella Union,UY,2022-07-24 03:15:02,-30.2752,-57.6007,66.81,95,100,6.78
459,Holme,DK,2022-07-24 03:15:02,56.1138,10.1725,48.18,91,42,6.38
460,Sarangani,PH,2022-07-24 03:15:02,5.4033,125.4636,83.77,72,25,10.54
461,Aripuana,BR,2022-07-24 03:15:03,-9.1667,-60.6333,73.85,48,8,1.57
462,Lubbock,US,2022-07-24 03:15:03,33.6001,-101.8338,84.15,31,21,9.08
463,Eureka,US,2022-07-24 03:11:54,40.8021,-124.1637,61.18,79,3,1.99
464,Khani,GE,2022-07-24 03:15:03,41.9563,42.9566,54.97,77,55,2.98
465,Bairiki,KI,2022-07-24 03:15:04,1.3292,172.9752,86.0,66,20,14.97
466,Bonavista,CA,2022-07-24 03:10:08,48.6499,-53.1147,64.38,94,3,8.16
467,Khovu-Aksy,RU,2022-07-24 03:15:04,51.1333,93.6,65.86,46,21,2.46
468,Sabaudia,IT,2022-07-24 03:15:05,41.3003,13.0282,71.78,99,6,4.43
469,Mareeba,AU,2022-07-24 03:15:05,-17.0,145.4333,75.49,60,1,6.71
470,Vila Velha,BR,2022-07-24 03:15:05,-20.3297,-40.2925,69.94,89,20,3.44
471,Brodokalmak,RU,2022-07-24 03:15:06,55.5748,62.082,67.1,67,35,6.6
472,Fonte Boa,BR,2022-07-24 03:15:06,-2.4959,-66.2662,72.45,99,100,0.51
473,Cairns,AU,2022-07-24 03:12:15,-16.9167,145.7667,80.11,57,40,12.66
474,Bilma,NE,2022-07-24 03:15:06,18.6853,12.9164,88.63,28,3,4.79
475,Sitio Novo Do Tocantins,BR,2022-07-24 03:15:07,-5.5183,-47.4611,75.07,51,10,1.97
476,Banff,CA,2022-07-24 03:15:07,51.1762,-115.5698,61.83,77,70,5.75
477,Bara,NG,2022-07-24 03:15:07,10.3744,10.7288,70.25,97,73,6.06
478,Khandyga,RU,2022-07-24 03:15:08,62.6667,135.6,80.29,44,4,4.34
479,Jaisalmer,IN,2022-07-24 03:15:08,26.9147,70.9181,83.98,75,100,9.08
480,Tapes,BR,2022-07-24 03:10:43,-30.6733,-51.3958,60.17,99,99,2.8
481,Maniitsoq,GL,2022-07-24 03:15:09,65.4167,-52.9,45.75,80,69,8.43
482,Manjacaze,MZ,2022-07-24 03:15:09,-24.7117,33.8828,59.47,84,1,5.95
483,Bintulu,MY,2022-07-24 03:15:09,3.1667,113.0333,88.21,70,40,3.44
484,Ishigaki,JP,2022-07-24 03:15:10,24.3448,124.1572,91.53,66,20,3.44
485,Marzuq,YE,2022-07-24 03:15:10,14.4,46.4667,75.29,67,76,4.59
486,Willowmore,ZA,2022-07-24 03:15:10,-33.2926,23.4895,38.91,85,23,5.35
487,Oranjemund,NA,2022-07-24 03:15:11,-28.55,16.4333,51.49,69,0,11.18
488,Sumbe,AO,2022-07-24 03:15:11,-11.2061,13.8437,68.9,91,97,1.16
489,Roebourne,AU,2022-07-24 03:15:11,-20.7833,117.1333,73.49,30,0,10.58
490,Sterling,US,2022-07-24 03:15:12,39.0062,-77.4286,79.59,79,0,3.44
491,Coari,BR,2022-07-24 03:15:12,-4.085,-63.1414,74.32,88,76,1.95
492,Marawi,PH,2022-07-24 03:15:12,7.9986,124.2928,80.8,66,100,1.97
493,Narrabri,AU,2022-07-24 03:15:13,-30.3167,149.7833,67.51,51,4,1.01
494,Byron Bay,AU,2022-07-24 03:13:07,-28.65,153.6167,65.95,65,64,14.14
495,Mehamn,NO,2022-07-24 03:15:13,71.0357,27.8492,49.95,93,100,18.41
496,Marrakesh,MA,2022-07-24 03:15:13,31.6315,-8.0083,89.67,27,40,4.61
497,Sayansk,RU,2022-07-24 03:15:14,54.1088,102.1648,66.61,59,48,7.43
498,Yeppoon,AU,2022-07-24 03:15:14,-23.1333,150.7333,71.38,69,0,7.34
499,Emet,TR,2022-07-24 03:15:14,39.343,29.2585,55.0,57,0,4.03
500,Lokosovo,RU,2022-07-24 03:15:15,61.1333,74.8167,49.42,96,100,13.71
501,Tura,IN,2022-07-24 03:15:15,25.5198,90.2201,74.68,96,100,2.66
502,Glace Bay,CA,2022-07-24 03:16:15,46.1969,-59.957,70.86,85,20,6.91
503,Plouzane,FR,2022-07-24 03:16:16,48.3833,-4.6167,60.98,100,100,9.22
504,Sun Prairie,US,2022-07-24 03:16:16,43.1836,-89.2137,74.82,91,75,8.05
505,Catamarca,AR,2022-07-24 03:16:16,-28.4696,-65.7852,63.77,66,0,1.01
506,Mulchen,CL,2022-07-24 03:16:17,-37.7167,-72.2333,51.08,99,100,2.1
507,Saint-Pierre,RE,2022-07-24 03:16:17,-21.3393,55.4781,66.9,79,0,6.91
508,Ucluelet,CA,2022-07-24 03:16:17,48.9329,-125.5528,61.09,85,9,1.99
509,Mbuji-Mayi,CD,2022-07-24 03:16:18,-6.15,23.6,76.39,37,100,2.35
510,Tombouctou,ML,2022-07-24 03:16:18,20.0,-3.0,94.17,18,43,6.93
511,Adamovka,RU,2022-07-24 03:16:18,51.5223,59.9396,72.72,51,8,11.63
512,Xuanhua,CN,2022-07-24 03:16:19,40.6103,115.0447,86.54,31,16,4.52
513,Auki,SB,2022-07-24 03:16:19,-8.7676,160.7034,85.78,66,26,5.06
514,Roma,US,2022-07-24 03:13:16,43.2128,-75.4557,75.51,85,0,0.0
515,Guerrero Negro,MX,2022-07-24 03:16:20,27.9769,-114.0611,67.46,80,34,14.0
516,Puerto Ayacucho,VE,2022-07-24 03:16:20,5.6639,-67.6236,74.97,91,100,3.69
517,Nirmali,IN,2022-07-24 03:16:20,26.3167,86.5833,78.3,91,100,14.36
518,Faaone,PF,2022-07-24 03:16:21,-17.6667,-149.3,82.42,75,2,17.31
519,Camana,PE,2022-07-24 03:16:21,-16.6228,-72.7111,59.67,87,57,6.42
520,Mezen,RU,2022-07-24 03:16:21,65.8522,44.24,54.84,69,91,4.21
521,Saint-Louis,SN,2022-07-24 03:16:22,16.3333,-15.0,83.19,69,100,13.62
522,Kumluca,TR,2022-07-24 03:16:22,36.3703,30.2869,81.81,32,0,9.01
523,Horta,PT,2022-07-24 03:16:22,38.5333,-28.6333,72.55,90,27,5.66
524,Port Hueneme,US,2022-07-24 03:16:23,34.1478,-119.1951,76.05,82,0,10.36
525,College,US,2022-07-24 03:16:23,64.8569,-147.8028,62.6,49,89,2.46
526,Emerald,AU,2022-07-24 03:16:23,-23.5333,148.1667,70.34,56,0,5.79
527,Alyangula,AU,2022-07-24 03:16:24,-13.8483,136.4192,74.41,66,58,2.15
528,Oeiras Do Para,BR,2022-07-24 03:16:24,-2.0031,-49.8544,75.45,73,96,0.94
529,Yamada,JP,2022-07-24 03:16:25,39.4667,141.95,77.97,74,100,5.55
530,Filotion,GR,2022-07-24 03:16:25,37.05,25.5,73.9,59,0,20.15
531,Shetpe,KZ,2022-07-24 03:16:25,44.1667,52.1167,71.58,62,50,6.33
532,Pokrovskoye,RU,2022-07-24 03:16:26,47.4157,38.8971,63.37,78,3,6.82
533,Bambous Virieux,MU,2022-07-24 03:16:26,-20.3428,57.7575,68.25,83,75,9.22
534,Gafargaon,BD,2022-07-24 03:16:26,24.4333,90.5667,82.94,78,96,8.99
535,Pulandian,CN,2022-07-24 03:16:27,39.3953,121.9669,82.53,64,0,6.96
536,Khorixas,NA,2022-07-24 03:16:27,-20.3667,14.9667,59.95,44,0,4.83
537,Sangar,RU,2022-07-24 03:16:27,63.9242,127.4739,76.91,45,23,9.62
538,Tocopilla,CL,2022-07-24 03:16:28,-22.092,-70.1979,59.67,75,0,1.1
539,Necochea,AR,2022-07-24 03:16:28,-38.5473,-58.7368,52.32,88,100,6.13
540,North Myrtle Beach,US,2022-07-24 03:16:28,33.816,-78.68,80.06,94,0,0.0
541,Constitucion,CL,2022-07-24 03:16:29,-35.3333,-72.4167,53.49,91,100,1.28
542,Aksarka,RU,2022-07-24 03:16:29,66.5606,67.7975,56.71,58,100,7.65
543,Bertoua,CM,2022-07-24 03:16:29,4.5833,13.6833,65.57,99,78,2.57
544,Aklavik,CA,2022-07-24 03:16:30,68.2191,-135.0107,45.1,82,100,10.58
545,Serov,RU,2022-07-24 03:16:30,59.6033,60.5787,64.54,73,56,1.57
546,Tehri,IN,2022-07-24 03:16:31,30.3833,78.4833,77.95,88,100,1.45
547,Halifax,CA,2022-07-24 03:15:01,44.6453,-63.5724,68.68,92,1,3.44
548,Pudozh,RU,2022-07-24 03:17:31,61.8099,36.5345,63.5,97,59,6.31
549,Tezu,IN,2022-07-24 03:17:31,27.9167,96.1667,83.98,73,93,3.31
550,Taoudenni,ML,2022-07-24 03:17:32,22.6783,-3.9836,96.62,8,1,16.62
551,Naze,JP,2022-07-24 03:17:32,28.3667,129.4833,85.12,70,100,1.3
552,Inhambane,MZ,2022-07-24 03:17:32,-23.865,35.3833,63.36,88,0,8.25
553,Flagstaff,US,2022-07-24 03:15:34,35.1981,-111.6513,65.86,91,0,4.61
554,Jingdezhen,CN,2022-07-24 03:17:33,29.2947,117.2079,91.67,61,7,5.66
